episode,total_steps,episode_return,episode_length,mean_return_10,mean_return_100,avg_loss,buffer_size,actions_taken
76510,6575310,15.0,64,20.7,16.2,0.4212664747610688,100000,"[4, 4, 4, 4, 2, 2, 4, 2, 4, 1, 1, 1, 1, 1, 4, 1, 1, 2, 2, 4, 0, 4, 4, 0, 3, 4, 5, 4, 1, 1, 4, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 5, 5, 5, 1, 3, 5, 0, 3, 3, 1, 1, 3, 3, 3, 2, 3, 3, 3, 2, 3, 1, 1]"
76520,6576262,30.0,154,15.1,16.46,0.8545617605559528,100000,"[4, 4, 4, 4, 4, 2, 2, 4, 5, 5, 2, 4, 3, 3, 1, 5, 3, 3, 5, 1, 1, 2, 4, 2, 4, 4, 2, 1, 1, 1, 1, 4, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 4, 4, 4, 3, 4, 5, 4, 4, 4, 5, 4, 5, 2, 2, 2, 0, 1, 0, 0, 4, 4, 4, 4, 5, 3, 3, 3, 5, 5, 5, 5, 3, 3, 3, 1, 3, 1, 1, 3, 3, 4, 4, 3, 0, 0, 0, 0, 1, 1, 1, 1, 5, 5, 1, 3, 1, 0, 1, 2, 1, 4, 1, 5, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 1, 3, 2, 3, 4, 4, 0, 2, 0, 4, 2, 2, 5, 0, 0, 0, 0, 0, 5, 3, 3, 0, 0, 3, 0, 0, 0]"
76530,6576979,3.0,25,11.6,15.89,0.1989278681576252,100000,"[3, 3, 3, 4, 1, 1, 0, 1, 1, 1, 1, 5, 5, 5, 5, 5, 4, 4, 4, 4, 0, 0, 3, 4, 3]"
76540,6577723,29.0,141,12.8,15.27,0.8595558600500226,100000,"[4, 2, 2, 4, 3, 5, 2, 4, 5, 3, 5, 3, 3, 3, 5, 5, 1, 4, 4, 4, 4, 4, 1, 4, 1, 1, 4, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 4, 2, 4, 5, 4, 5, 3, 4, 4, 5, 4, 2, 0, 2, 2, 0, 4, 4, 0, 5, 3, 3, 3, 5, 3, 3, 1, 1, 5, 3, 3, 3, 1, 3, 1, 3, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 3, 3, 3, 3, 1, 2, 2, 0, 1, 3, 0, 3, 3, 3, 3, 3, 5, 0, 3, 3, 3, 3, 3, 3]"
76550,6578500,26.0,174,11.5,14.73,0.9550662320107222,100000,"[3, 3, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 3, 3, 3, 5, 1, 1, 1, 5, 2, 4, 2, 4, 4, 4, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 1, 1, 1, 0, 1, 4, 4, 1, 4, 1, 1, 2, 1, 4, 4, 1, 4, 4, 5, 1, 0, 1, 1, 1, 4, 1, 1, 1, 1, 0, 2, 2, 4, 4, 0, 3, 1, 1, 1, 1, 0, 1, 4, 4, 0, 0, 0, 1, 0, 0, 0, 1, 3, 3, 3, 3, 3, 3, 3, 3, 4, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3, 3, 4, 3, 0, 0, 3, 5, 3, 3, 3, 4, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 3, 3, 2, 4, 2, 1, 1, 1, 1, 0, 1, 3, 3, 3, 3, 3, 3, 5, 1, 5, 5, 3, 5, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4]"
76560,6579452,7.0,42,16.0,15.04,0.20922065162449144,100000,"[4, 4, 4, 3, 3, 4, 2, 3, 3, 3, 3, 5, 3, 3, 1, 1, 3, 4, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 4, 1, 4, 4, 4, 4, 4, 4, 4]"
76570,6580582,32.0,195,17.9,15.07,0.7355460140970536,100000,"[4, 4, 2, 2, 4, 3, 5, 2, 4, 5, 3, 5, 3, 3, 3, 5, 1, 1, 2, 4, 2, 4, 4, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 4, 4, 2, 5, 4, 5, 4, 1, 2, 2, 2, 2, 1, 1, 1, 4, 5, 3, 5, 5, 3, 3, 5, 3, 1, 5, 5, 3, 5, 3, 3, 1, 5, 1, 1, 1, 4, 2, 4, 3, 5, 4, 2, 2, 3, 3, 1, 5, 3, 3, 3, 3, 3, 1, 3, 2, 1, 1, 1, 1, 1, 0, 0, 4, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 2, 4, 1, 1, 4, 1, 3, 5, 5, 2, 0, 3, 1, 1, 1, 3, 2, 1, 4, 3, 3, 0, 3, 0, 0, 0, 4, 3, 4, 3, 3, 1, 1, 2, 4, 1, 1, 1, 1, 2, 2, 2, 0, 5, 4, 4, 4, 1, 5, 5, 4, 4, 4, 3, 4, 2, 4, 4, 4, 2, 2, 1, 3, 0, 3, 2, 2, 2, 0, 3, 0, 0, 2, 0]"
76580,6581759,18.0,135,18.2,15.1,0.8617506385780871,100000,"[3, 3, 3, 3, 3, 1, 1, 3, 0, 3, 0, 3, 3, 3, 3, 2, 0, 0, 0, 0, 3, 3, 3, 3, 3, 1, 1, 1, 3, 3, 1, 1, 3, 3, 1, 1, 1, 4, 0, 3, 3, 0, 1, 2, 1, 1, 0, 4, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 1, 3, 3, 0, 2, 0, 4, 4, 4, 1, 1, 1, 1, 1, 3, 2, 4, 4, 2, 1, 1, 5, 1, 1, 1, 2, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 1, 4, 2, 2, 4, 4, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
76590,6582763,5.0,58,16.4,15.3,0.39906469197012484,100000,"[5, 0, 5, 3, 3, 2, 5, 1, 1, 3, 1, 4, 1, 0, 4, 5, 1, 1, 5, 5, 1, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 2, 0, 0, 0, 0, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 0, 0, 0, 0, 0, 0]"
76600,6583891,22.0,81,19.5,15.97,0.47726260498166084,100000,"[4, 4, 2, 2, 4, 5, 3, 1, 1, 0, 1, 0, 3, 3, 3, 1, 1, 1, 4, 4, 4, 4, 4, 4, 1, 1, 1, 0, 4, 1, 1, 1, 1, 1, 1, 0, 0, 0, 4, 1, 2, 2, 5, 4, 5, 4, 3, 4, 5, 4, 1, 4, 1, 2, 0, 0, 1, 1, 4, 4, 1, 4, 5, 3, 5, 5, 1, 1, 1, 3, 3, 5, 5, 3, 3, 5, 0, 4, 5, 2, 4]"
76610,6584679,9.0,68,13.6,15.26,0.5362153486348689,100000,"[3, 3, 3, 5, 2, 3, 3, 5, 5, 3, 3, 3, 5, 5, 1, 1, 2, 2, 2, 4, 4, 1, 0, 1, 0, 1, 1, 1, 1, 5, 5, 3, 3, 3, 1, 5, 2, 2, 2, 1, 5, 1, 1, 2, 2, 2, 4, 3, 0, 5, 3, 4, 4, 0, 0, 0, 1, 1, 1, 2, 5, 1, 1, 1, 1, 1, 1, 1]"
76620,6585492,6.0,59,14.0,15.15,0.449066330678761,100000,"[3, 3, 3, 5, 3, 5, 3, 3, 5, 5, 3, 1, 3, 3, 3, 3, 5, 1, 3, 4, 4, 0, 5, 3, 3, 3, 5, 3, 3, 3, 3, 3, 5, 5, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 0, 3, 3, 2, 5, 0, 4, 0, 0, 2, 1, 1, 1, 3, 2]"
76630,6586722,65.0,338,21.6,16.15,0.7924829935654998,100000,"[4, 4, 4, 2, 4, 5, 5, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 4, 4, 4, 4, 4, 1, 2, 1, 0, 1, 0, 4, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 4, 4, 4, 3, 4, 3, 4, 3, 4, 2, 4, 2, 4, 1, 1, 4, 4, 4, 5, 3, 3, 1, 3, 1, 1, 1, 1, 1, 3, 3, 3, 5, 3, 5, 3, 4, 2, 2, 4, 4, 4, 1, 1, 5, 4, 5, 4, 0, 5, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 5, 5, 0, 2, 5, 3, 5, 5, 5, 3, 1, 1, 1, 1, 1, 2, 2, 4, 1, 1, 5, 3, 3, 3, 3, 3, 3, 5, 0, 0, 3, 5, 3, 3, 3, 1, 5, 0, 0, 5, 4, 3, 4, 5, 3, 3, 4, 2, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 0, 0, 0, 5, 5, 1, 4, 1, 1, 1, 1, 1, 1, 3, 3, 4, 4, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 1, 5, 5, 5, 4, 4, 4, 2, 4, 2, 4, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 3, 1, 4, 5, 4, 2, 5, 4, 0, 1, 4, 4, 2, 4, 1, 1, 0, 0, 0, 0, 4, 1, 1, 4, 1, 1, 1, 4, 1, 4, 1, 1, 1, 1, 5, 5, 0, 5, 3, 3, 3, 5, 5, 5, 1, 1, 3, 3, 3, 3, 1, 3, 1, 2, 2, 4, 0, 1, 0, 3, 3, 3, 0, 0, 3, 1, 1, 3, 3, 3, 1, 0, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 0, 1, 5, 3, 5, 1, 3, 1, 5, 3, 3, 3, 5, 2, 5, 5, 0, 4, 1, 0, 5, 3, 3, 1, 1, 1, 3, 5, 3, 2, 0, 3, 3, 4, 4, 4, 2, 4, 2, 2, 2]"
76640,6587542,3.0,23,12.3,16.1,0.1856335923075676,100000,"[3, 3, 3, 3, 3, 3, 1, 3, 3, 1, 2, 0, 2, 2, 4, 4, 4, 2, 4, 2, 4, 2, 2]"
76650,6588225,25.0,116,11.7,16.12,0.7624916668864898,100000,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 5, 5, 5, 4, 4, 4, 4, 4, 4, 1, 1, 1, 4, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 4, 2, 4, 3, 4, 3, 4, 5, 4, 4, 3, 4, 4, 4, 1, 0, 2, 2, 2, 4, 4, 4, 4, 4, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 3, 3, 3, 3, 3, 3, 5, 5, 1, 1, 3, 3, 3, 5, 1, 1, 5, 4, 2, 2, 1, 0, 1, 2, 2, 0, 0, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 3, 1, 3, 1]"
76660,6589138,35.0,190,13.4,15.86,0.7389205917716026,100000,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 1, 3, 3, 2, 5, 2, 1, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 3, 3, 3, 3, 3, 5, 3, 5, 4, 5, 4, 0, 0, 4, 1, 1, 1, 1, 3, 3, 4, 4, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 1, 5, 4, 2, 2, 2, 4, 0, 0, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 0, 4, 4, 4, 5, 4, 4, 1, 3, 1, 4, 3, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 5, 0, 3, 3, 1, 5, 5, 3, 3, 5, 3, 1, 3, 3, 1, 3, 3, 3, 4, 2, 4, 1, 1, 0, 0, 4, 0, 5, 3, 3, 3, 3, 3, 3, 5, 3, 3, 1, 1, 3, 4, 1, 1, 0, 0, 1, 0, 3, 1, 0, 0, 0, 3, 3, 3, 1, 1, 1, 3, 4, 4, 4, 1, 1, 2, 3, 4, 2, 1, 2]"
76670,6590250,8.0,50,17.7,15.84,0.3924364186823368,100000,"[3, 3, 5, 5, 5, 3, 3, 3, 5, 3, 1, 5, 1, 4, 2, 2, 0, 0, 4, 4, 0, 4, 5, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 4, 1, 4, 4, 1, 0, 4]"
76680,6591140,33.0,160,13.5,15.37,0.9351562792435288,100000,"[4, 4, 4, 4, 2, 2, 4, 5, 5, 1, 1, 0, 1, 0, 3, 3, 3, 1, 1, 1, 2, 4, 4, 4, 4, 4, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 0, 0, 0, 4, 4, 2, 3, 4, 1, 1, 1, 5, 2, 1, 2, 2, 0, 1, 4, 4, 4, 4, 4, 5, 3, 3, 5, 1, 1, 3, 5, 5, 3, 3, 3, 5, 1, 5, 5, 1, 1, 4, 2, 2, 4, 4, 4, 1, 1, 1, 1, 4, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 4, 4, 3, 0, 0, 0, 1, 1, 3, 3, 2, 3, 3, 2, 4, 5, 3, 0, 3, 5, 0, 4, 5, 4, 4, 2, 2, 1, 5, 5, 5, 5, 0, 0, 3, 3, 0, 4, 3, 3, 2, 0, 0, 0, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5]"
76690,6591994,1.0,17,14.0,15.13,0.09905652236193419,100000,"[0, 0, 0, 4, 0, 5, 5, 1, 1, 2, 2, 1, 4, 1, 0, 3, 3]"
76700,6592873,29.0,205,14.8,14.66,0.8106551645323634,100000,"[4, 2, 2, 4, 5, 3, 3, 4, 1, 0, 3, 3, 3, 3, 5, 1, 1, 4, 4, 2, 4, 4, 4, 4, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 4, 1, 2, 4, 5, 4, 3, 4, 5, 5, 4, 4, 5, 4, 1, 4, 1, 1, 4, 4, 2, 2, 2, 4, 4, 5, 5, 5, 5, 3, 1, 3, 3, 1, 5, 5, 5, 3, 5, 3, 5, 1, 3, 1, 2, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 5, 3, 5, 0, 3, 3, 0, 0, 1, 1, 0, 1, 4, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 3, 3, 3, 5, 3, 5, 3, 3, 5, 3, 4, 4, 2, 1, 0, 4, 4, 3, 3, 4, 0, 5, 3, 3, 0, 4, 1, 4, 0, 3, 3, 3, 3, 0, 0, 3, 0, 3, 0, 3, 0, 2, 1, 0, 3, 0, 0, 5, 5, 5, 0, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 5, 1, 3, 3, 3, 3, 1, 1, 2, 0, 0, 0, 2, 1, 1, 5, 2, 2, 2, 2, 2]"
76710,6594056,2.0,36,19.3,15.23,0.2709524314850569,100000,"[2, 4, 2, 4, 5, 4, 2, 5, 5, 4, 1, 5, 5, 2, 5, 3, 3, 5, 3, 2, 2, 4, 4, 4, 0, 0, 1, 1, 0, 3, 0, 3, 3, 3, 3, 3]"
76720,6594821,6.0,47,12.8,15.11,0.26497952826321125,100000,"[3, 4, 4, 2, 2, 4, 0, 4, 2, 0, 2, 2, 2, 2, 2, 4, 5, 5, 5, 3, 3, 3, 3, 3, 3, 1, 5, 3, 4, 3, 3, 3, 3, 3, 2, 1, 3, 3, 0, 3, 3, 3, 2, 1, 5, 3, 5]"
76730,6595495,26.0,165,11.4,14.09,0.9551541041582823,100000,"[4, 4, 4, 4, 2, 2, 4, 5, 5, 5, 1, 1, 1, 1, 1, 3, 3, 5, 1, 1, 2, 4, 2, 4, 4, 2, 4, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 4, 4, 2, 5, 4, 5, 4, 5, 4, 4, 4, 4, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 3, 1, 3, 3, 3, 5, 5, 5, 5, 3, 3, 3, 3, 5, 3, 1, 0, 1, 4, 1, 0, 0, 1, 1, 0, 0, 0, 0, 5, 5, 3, 3, 3, 3, 1, 3, 0, 0, 4, 1, 2, 4, 1, 1, 5, 3, 4, 0, 3, 3, 3, 5, 3, 3, 2, 2, 2, 4, 1, 1, 0, 5, 3, 3, 5, 3, 0, 4, 3, 0, 0, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 2, 1, 1, 0, 1, 3, 3, 1, 4, 4, 5, 5, 1, 1]"
76740,6596596,16.0,104,16.6,14.52,0.7365308180451393,100000,"[3, 3, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 3, 3, 3, 3, 3, 1, 1, 1, 1, 0, 4, 2, 2, 4, 4, 2, 1, 1, 2, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 4, 4, 1, 1, 4, 4, 4, 4, 4, 5, 1, 0, 0, 5, 1, 3, 0, 0, 0, 0, 1, 1, 1, 3, 0, 3, 0, 0, 1, 4, 1, 5, 2, 5, 5, 0, 0, 2, 0, 0, 0, 0, 5, 0, 0, 5, 5]"
76750,6597578,17.0,99,15.9,14.94,0.71369902882725,100000,"[3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 0, 0, 0, 0, 5, 1, 1, 3, 0, 0, 1, 1, 1, 1, 3, 3, 4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 3, 5, 5, 2, 4, 4, 2, 2, 2, 1, 2, 1, 1, 1, 0, 1, 1, 1, 1, 0, 4, 4, 4, 3, 1, 4, 3, 4, 1, 1, 3, 4, 3, 4, 2, 4, 2, 1, 1, 4, 2, 4, 5, 3, 5, 5, 5, 5, 5, 5]"
76760,6598205,25.0,118,10.0,14.6,0.7347573293372989,100000,"[4, 4, 4, 4, 2, 2, 4, 5, 5, 2, 4, 3, 3, 1, 3, 3, 3, 5, 1, 1, 2, 4, 2, 2, 4, 4, 1, 1, 1, 4, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 4, 4, 2, 3, 4, 3, 4, 5, 4, 4, 5, 4, 2, 2, 2, 2, 0, 0, 1, 4, 4, 5, 3, 3, 3, 5, 5, 3, 5, 3, 3, 3, 3, 1, 3, 1, 1, 4, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 5, 5, 1, 0, 3, 3, 3, 1, 3, 3, 1, 4, 0, 4, 0, 2, 0, 0, 0, 0]"
76770,6598811,0.0,18,9.8,13.81,0.15312211215496063,100000,"[2, 2, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3]"
76780,6599831,31.0,202,16.8,14.14,0.6698470539413393,100000,"[4, 4, 4, 4, 4, 2, 2, 5, 1, 1, 1, 1, 1, 1, 0, 1, 1, 3, 5, 5, 4, 2, 2, 2, 4, 2, 1, 0, 4, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 4, 2, 2, 5, 4, 1, 4, 1, 4, 4, 4, 4, 1, 2, 4, 1, 4, 2, 2, 4, 2, 4, 2, 1, 1, 1, 4, 4, 4, 4, 1, 4, 0, 5, 5, 3, 5, 3, 3, 3, 3, 3, 5, 3, 5, 5, 3, 3, 3, 3, 1, 3, 1, 1, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 4, 3, 3, 5, 3, 0, 3, 3, 1, 0, 1, 1, 1, 0, 1, 0, 4, 3, 0, 3, 3, 3, 3, 1, 5, 2, 2, 2, 4, 4, 4, 1, 1, 1, 1, 2, 2, 3, 0, 2, 4, 4, 4, 3, 3, 0, 0, 3, 3, 0, 0, 3, 0, 4, 5, 0, 3, 2, 0, 1, 3, 1, 4, 1, 1, 3, 0, 3, 3, 0, 0, 2, 3, 3, 1, 1, 3, 5, 3, 3, 0, 3, 1, 5, 1, 4, 1, 5, 5, 5, 5, 3]"
76790,6600529,2.0,22,9.8,13.72,0.15714181028306484,100000,"[0, 0, 4, 3, 3, 2, 4, 2, 4, 1, 1, 2, 1, 5, 1, 1, 1, 2, 2, 0, 3, 1]"
76800,6601681,4.0,34,19.5,14.19,0.1812233254313469,100000,"[3, 3, 3, 3, 3, 5, 1, 5, 5, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 2, 4, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2]"
76810,6602554,13.0,96,14.3,13.69,0.7365233488380909,100000,"[0, 3, 0, 0, 3, 3, 3, 1, 3, 3, 3, 0, 0, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 5, 5, 3, 3, 4, 0, 1, 1, 0, 1, 3, 3, 3, 3, 1, 4, 0, 0, 1, 1, 1, 1, 3, 3, 1, 4, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 2, 0, 1, 2, 2, 2]"
76820,6603480,28.0,113,16.6,14.07,0.8503659954294562,100000,"[4, 4, 4, 2, 2, 4, 3, 5, 2, 4, 3, 3, 5, 1, 3, 3, 5, 1, 1, 2, 4, 2, 2, 4, 2, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 0, 1, 0, 4, 1, 1, 1, 2, 2, 0, 5, 2, 1, 1, 1, 5, 2, 2, 1, 1, 1, 0, 1, 5, 3, 3, 5, 5, 5, 5, 1, 1, 1, 3, 3, 3, 3, 1, 1, 1, 1, 1, 2, 2, 2, 4, 2, 0, 0, 4, 1, 5, 5, 5, 3, 3, 3, 3, 3, 1, 1, 2, 0, 1, 1, 1, 1, 1, 0, 0, 4, 4, 2, 4, 1, 4, 4, 4]"
76830,6604991,33.0,206,23.1,15.24,0.9595424253493547,100000,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 5, 5, 1, 4, 4, 2, 2, 4, 2, 1, 1, 1, 0, 4, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 4, 4, 2, 3, 4, 5, 2, 5, 4, 5, 4, 5, 4, 4, 1, 0, 4, 2, 4, 0, 4, 2, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 3, 1, 1, 4, 2, 2, 4, 1, 4, 4, 0, 5, 4, 4, 5, 5, 1, 0, 1, 0, 0, 0, 5, 5, 0, 5, 3, 3, 1, 1, 0, 1, 1, 0, 0, 4, 1, 4, 4, 4, 1, 0, 4, 0, 0, 3, 5, 5, 4, 2, 0, 0, 2, 0, 3, 4, 0, 5, 2, 0, 3, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 1, 3, 3, 0, 5, 5, 3, 3, 2, 4, 4, 3, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 2, 0, 3, 0, 4, 2, 2, 2, 4, 5, 2, 4, 5, 1, 0, 1, 4, 5, 4, 5, 4, 4, 4, 2, 0, 2, 2, 2, 2]"
76840,6605929,33.0,178,15.0,15.08,0.89795549120754,100000,"[4, 4, 4, 4, 2, 2, 4, 5, 5, 2, 4, 5, 3, 1, 3, 3, 3, 5, 1, 1, 2, 4, 2, 2, 4, 2, 4, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 4, 2, 2, 0, 3, 4, 5, 4, 5, 4, 5, 4, 1, 4, 2, 4, 0, 2, 4, 4, 4, 4, 5, 3, 5, 3, 3, 5, 3, 3, 3, 1, 3, 3, 3, 3, 5, 3, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 2, 2, 1, 2, 4, 4, 2, 4, 4, 4, 1, 1, 1, 4, 4, 3, 1, 5, 0, 2, 3, 3, 2, 2, 3, 3, 1, 3, 3, 0, 1, 4, 2, 2, 0, 0, 2, 0, 4, 3, 4, 3, 0, 0, 0, 4, 1, 3, 3, 0, 0, 1, 5, 5, 5, 5]"
76850,6606770,5.0,58,14.0,14.89,0.3409032258205116,100000,"[4, 2, 3, 2, 2, 1, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 2, 2, 2, 4, 0, 0, 2, 2, 5, 4, 3, 3, 5, 3, 5, 3, 1, 2, 2, 2, 4, 4, 4, 0, 0, 4, 4, 4, 1, 1, 1, 1, 1, 4, 1, 0, 0, 0, 0, 4, 5, 0]"
76860,6607555,3.0,26,12.8,15.17,0.1599923358298838,100000,"[3, 3, 3, 3, 3, 4, 1, 1, 0, 1, 1, 3, 3, 1, 2, 2, 2, 3, 1, 1, 2, 3, 3, 3, 1, 3]"
76870,6608718,11.0,88,19.7,16.16,0.5787723194807768,100000,"[3, 3, 3, 5, 5, 5, 5, 3, 2, 0, 1, 1, 1, 1, 1, 1, 1, 3, 1, 0, 0, 5, 4, 2, 0, 2, 0, 0, 2, 0, 4, 2, 4, 1, 1, 0, 2, 3, 0, 0, 0, 0, 0, 1, 1, 4, 4, 4, 1, 1, 0, 1, 2, 1, 1, 1, 4, 1, 1, 1, 0, 0, 0, 1, 5, 1, 1, 2, 1, 1, 4, 5, 3, 1, 5, 0, 0, 3, 1, 3, 4, 1, 0, 0, 1, 1, 1, 3]"
76880,6609767,31.0,214,16.5,16.13,0.8523553656414151,100000,"[4, 4, 2, 2, 4, 3, 5, 5, 1, 1, 1, 1, 3, 3, 3, 5, 1, 1, 2, 4, 4, 4, 4, 1, 4, 1, 0, 2, 1, 1, 0, 1, 0, 1, 1, 0, 0, 4, 4, 2, 5, 4, 3, 2, 5, 4, 5, 4, 4, 5, 4, 4, 4, 4, 0, 0, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 0, 5, 3, 3, 3, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 5, 5, 1, 5, 2, 2, 4, 2, 2, 0, 2, 5, 0, 4, 5, 3, 5, 5, 5, 3, 3, 1, 3, 0, 0, 0, 4, 2, 2, 0, 0, 0, 0, 0, 0, 4, 2, 0, 1, 0, 0, 1, 0, 0, 0, 5, 4, 2, 3, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 2, 5, 1, 3, 0, 0, 5, 3, 3, 0, 2, 2, 4, 4, 3, 0, 5, 4, 0, 0, 0, 0, 0, 4, 4, 1, 0, 0, 4, 2, 4, 4, 5, 1, 4, 1, 4, 3, 5, 4, 4, 3, 4, 2, 4, 4, 4, 4, 1, 4, 4, 1, 5, 5, 0, 0, 2, 1, 5, 4, 5, 0, 2]"
76890,6610684,3.0,33,17.0,16.85,0.27609306387603283,100000,"[3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 5, 3, 5, 4, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
